model_uuid,model_config_uuid,model_classpath,hyperparameters,experiment_uuid,performance_metric,fairness_metric,alpha,sampler,dataset,performance_val,fairness_val,performance_test,fairness_test,task_type
4dc0206350c2a6230b78dde3d980dcc5,75f614b87708271bdb6e08a681a413ea,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 9, 'max_features': 'sqrt', 'n_estimators': 2681, 'random_state': 39, 'min_samples_leaf': 10, 'min_samples_split': 9}",27368bebd44508559b0eb4d16fbc788e,precision,poverty_level_min_tpr_disparity,1.0,RandomSampler,Donors Choose,0.603,0.24909,0.535,0.28883,RandomSampler
70b18d712d3fb27371bc89263c9f4a8d,ef8f0da43786c2e9ec1b31b44ca8f686,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 9, 'max_features': 'log2', 'n_estimators': 4423, 'random_state': 40, 'min_samples_leaf': 13, 'min_samples_split': 51}",b7eda17e328bbab3ca2e33bc0aa75f82,precision,poverty_level_min_tpr_disparity,1.0,RandomSampler,Donors Choose,0.598,0.22616,0.527,0.24505,RandomSampler
4adcbac1d2be6dedeffa9f0f3b8eccbb,d3486345fc3498a0a6f900eca1afb55b,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 49, 'max_features': 'sqrt', 'n_estimators': 5165, 'random_state': 41, 'min_samples_leaf': 5, 'min_samples_split': 45}",60dff0cf78974b70db603dc7dbd7b7ee,precision,poverty_level_min_tpr_disparity,1.0,RandomSampler,Donors Choose,0.612,0.25982,0.532,0.35396,RandomSampler
6d26d194575f8429d4f7cf78d975c508,44492ba6f2e458a2c7fbeee864b6680d,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 35, 'max_features': 'log2', 'n_estimators': 751, 'random_state': 42, 'min_samples_leaf': 2, 'min_samples_split': 61}",236fd16dfe52126b8ffd57eb99b3bf96,precision,poverty_level_min_tpr_disparity,1.0,RandomSampler,Donors Choose,0.613,0.22668,0.527,0.29462,RandomSampler
4f1592bbe65bf8d68ef2d58154a28487,2f4f4e50c52bdcfdff9f40f3fcc4afd0,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'entropy', 'max_depth': 10, 'max_features': 'sqrt', 'n_estimators': 440, 'random_state': 43, 'min_samples_leaf': 6, 'min_samples_split': 4}",74d4989def293aefb02d49c2b9cb0f1c,precision,poverty_level_min_tpr_disparity,1.0,RandomSampler,Donors Choose,0.605,0.22789,0.517,0.26863,RandomSampler
f94c56be535a9d35c646e584dce240bc,25ccab26c56c5a89a758c8931f900209,sklearn.ensemble.RandomForestClassifier,"{'n_jobs': -3, 'criterion': 'gini', 'max_depth': 29, 'max_features': 'log2', 'n_estimators': 2219, 'random_state': 44, 'min_samples_leaf': 2, 'min_samples_split': 21}",3244794e027a4db7d74179a35e4856cb,precision,poverty_level_min_tpr_disparity,1.0,RandomSampler,Donors Choose,0.597,0.26012,0.541,0.32684,RandomSampler
70670d27ada16dad15ccfde566bc48a4,b1994d8c2a799cd44c39a71083ce9657,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'gini', 'max_depth': 17, 'random_state': 30, 'min_samples_leaf': 2, 'min_samples_split': 3}",801ca831fc73d17fc4fb15ef2faed6c3,precision,sex_min_tpr_disparity,0.5,TPESampler,Adult flipped,0.93318,0.84324,0.93822,0.83817,TPESampler
c31a11fbed59d5c898d23e31dc3d8b75,291342b87d94161a1987f949364acede,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 17, 'random_state': 31, 'optimizer__lr': 0.0005136075228792232, 'model__dropout': 0.38741080137012707, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [100], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",241d53ec18fb3a2c84c0375579bd5938,precision,sex_min_tpr_disparity,0.5,TPESampler,Adult flipped,0.96224,0.84184,0.96012,0.79144,TPESampler
c5927190b4c93c5597b73b7da470ccdd,c02a671b51cb332596c77a211f9159c5,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 146, 'random_state': 32, 'min_samples_leaf': 2, 'min_samples_split': 3}",c6e5e1310ad0f64048ae6f7c3fa04235,precision,sex_min_tpr_disparity,0.5,TPESampler,Adult flipped,0.91218,0.80259,0.91098,0.81561,TPESampler
a1dba92adf463fe71f4ee1747fe9e81c,51e0cae352d7de2ccea8f87c71df7528,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 35, 'random_state': 33, 'min_samples_leaf': 4, 'min_samples_split': 6}",6c7ba1e4bceff0d74ede665347d2b6e9,precision,sex_min_tpr_disparity,0.5,TPESampler,Adult flipped,0.93707,0.75915,0.9392,0.76361,TPESampler
4ec744f6bbb2ebba2468996b6c3de5d4,39a107edb76d89a2a97d193e2a223f6b,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 150, 'random_state': 34, 'optimizer__lr': 0.004637061607574784, 'model__dropout': 0.23833407631699258, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [50, 25], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",89f14e10cf8e77d64f04cd4ff34ca598,precision,sex_min_tpr_disparity,0.5,TPESampler,Adult flipped,0.96112,0.83355,0.95801,0.78605,TPESampler
bd84b1ac3c3365fa473558016946eaf7,0a63f6391a613e7ebcd25fdba9aa7704,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'gini', 'max_depth': 21, 'random_state': 35, 'min_samples_leaf': 5, 'min_samples_split': 6}",b84275d567b89f0eb3ed26b3375c3ef5,precision,sex_min_tpr_disparity,0.5,TPESampler,Adult flipped,0.94207,0.83217,0.9479,0.8282,TPESampler
04984427d69f8f6071907d8d69a29d89,59e3e14f4ce9c247a9a68dab5c7482a9,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 11, 'random_state': 36, 'optimizer__lr': 0.004942589866472564, 'model__dropout': 0.3965094637667883, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [200, 200], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",5cf12a6345d963a386ba559e5d1838cd,precision,sex_min_tpr_disparity,0.5,TPESampler,Adult flipped,0.95592,0.86158,0.95268,0.82257,TPESampler
3b2b07fb3f5ee42b91bc2f04a9c73705,e87e1c63d1740661cf7154123429888b,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'gini', 'max_depth': 18, 'random_state': 37, 'min_samples_leaf': 8, 'min_samples_split': 10}",1a5864b023dae82b7aab40355a9eee06,precision,sex_min_tpr_disparity,0.5,TPESampler,Adult flipped,0.95666,0.78953,0.96775,0.78166,TPESampler
37fddd557324f1c49295c63eb5f57f3e,6205cd3dbd2ebd8a16a294052d2a2627,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 130, 'random_state': 38, 'min_samples_leaf': 2, 'min_samples_split': 3}",c337c2ed65bc7f9429a61e80dd99c576,precision,sex_min_tpr_disparity,0.5,TPESampler,Adult flipped,0.90949,0.80259,0.91013,0.81596,TPESampler
f0045b22633b7dbadc9d113803aaa5fe,2c7f307bc9caef567c1374e969b279db,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 10, 'random_state': 39, 'optimizer__lr': 0.0023097974137646603, 'model__dropout': 0.3989324476478747, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [500], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",2a39b460a2298811f2f22828ac860abe,precision,sex_min_tpr_disparity,0.5,TPESampler,Adult flipped,0.9537,0.86875,0.95118,0.82332,TPESampler
92531174b4eb47a2082cb7fed68fa34c,d8315860fd44d669dc2017ebbc6fb55d,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 57, 'random_state': 40, 'optimizer__lr': 0.002790633588742403, 'model__dropout': 0.39833421832512006, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [50, 50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",53446a76468d1068930d537637403d15,precision,sex_min_tpr_disparity,0.5,TPESampler,Adult flipped,0.95666,0.8573,0.95505,0.80755,TPESampler
81ebd34045d1ae586620d3076844f8f1,4d3193b8ffefd013545769f440af8805,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 17, 'num_leaves': 647, 'n_estimators': 7139, 'random_state': 41, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.47646329565149087, 'min_child_samples': 6}",e67a5ef36caff1a7213252c7a304d1a1,precision,sex_min_tpr_disparity,0.5,TPESampler,Adult flipped,0.81638,0.95249,0.82253,0.96415,TPESampler
8a02a373322a0306b7995044aae38836,ae26c63f55ca1598f80ac645b9fc7d36,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 107, 'random_state': 42, 'min_samples_leaf': 2, 'min_samples_split': 11}",84650136e2e5ea8d32606ca53440e4b1,precision,sex_min_tpr_disparity,0.5,TPESampler,Adult flipped,0.92828,0.77926,0.92805,0.77798,TPESampler
4a9f9bb74e525ee08d10bc6c1f945877,cd49d3e6b9b6c150e362797e48b92320,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 108, 'random_state': 43, 'min_samples_leaf': 9, 'min_samples_split': 6}",2aedfe5126b2b8a5fd007077bc4d82cc,precision,sex_min_tpr_disparity,0.5,TPESampler,Adult flipped,0.96903,0.69984,0.96703,0.66743,TPESampler
728e408925d6f4cfe3fea411afd9ebb1,c084c531b5e61b26a6c132bc08ae694d,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'gini', 'max_depth': 144, 'random_state': 44, 'min_samples_leaf': 2, 'min_samples_split': 4}",ee017b9974ae10d431051b7ec2102705,precision,sex_min_tpr_disparity,0.5,TPESampler,Adult flipped,0.90682,0.81187,0.91411,0.81936,TPESampler
48687417e09defe9b1f4b1ea93573458,e7c78915faf26f1229846b62db428e77,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 44, 'random_state': 30, 'min_samples_leaf': 5, 'min_samples_split': 4}",45079e3ffde1b5b4b12fa75f68500a93,precision,sex_min_tpr_disparity,0.5,RandomSampler,Adult flipped,0.941,0.73242,0.94526,0.73958,RandomSampler
28abe5dd3b905fc66a24c3bac221cfa2,e9a8e4d7ac86ef8df42140955c6a07d3,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 21, 'random_state': 31, 'min_samples_leaf': 3, 'min_samples_split': 8}",6dbd924cac4d7460b9ad764488bf4188,precision,sex_min_tpr_disparity,0.5,RandomSampler,Adult flipped,0.94207,0.76288,0.94351,0.76123,RandomSampler
46d6ed08046e33d33e1317e871ca2cda,c7236b6c55272485634a0603e4249775,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 17, 'random_state': 32, 'optimizer__lr': 0.002044767380586684, 'model__dropout': 0.2731179624403305, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",3f2241a3718e9ec4295c473fd48488da,precision,sex_min_tpr_disparity,0.5,RandomSampler,Adult flipped,0.96525,0.82263,0.96502,0.76848,RandomSampler
8239143721177e998f1fdb6c7271d706,1367ec74e195b3afbc1eeebe80bedb8e,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 22, 'random_state': 33, 'optimizer__lr': 0.004680148423811004, 'model__dropout': 0.3050090720840709, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [50], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",1449532063c5336c5e80e6139e98a8fe,precision,sex_min_tpr_disparity,0.5,RandomSampler,Adult flipped,0.96224,0.81054,0.96354,0.76975,RandomSampler
e9444113ecfe6241f4c5715e4a7744f4,f920d0bb65c45032ce68393f41f93491,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 46, 'random_state': 34, 'optimizer__lr': 0.004840954773271274, 'model__dropout': 0.34608040382785976, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [500, 500], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.001}",c749d9037a04ee3fab684044850be703,precision,sex_min_tpr_disparity,0.5,RandomSampler,Adult flipped,0.96903,0.78053,0.96836,0.73324,RandomSampler
cc6f0a483f1c7c6d40529fa8dfa6a19f,ba63feb35437f88b696b852c8f64fbf6,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 20, 'num_leaves': 246, 'n_estimators': 2725, 'random_state': 35, 'boosting_type': 'gbdt', 'enable_bundle': False, 'learning_rate': 0.137633218685925, 'min_child_samples': 5}",b5ff2eb8f6e0ee3badb94030c53a7c1b,precision,sex_min_tpr_disparity,0.5,RandomSampler,Adult flipped,0.98329,0.64853,0.98412,0.64158,RandomSampler
bb8dc1741c98eceb203b74d03c9e2c2a,669d5cebe422bc718f31f3228c26cf5f,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 55, 'random_state': 36, 'min_samples_leaf': 2, 'min_samples_split': 7}",15ff6f23244ea15b52d5ebe8e379e57f,precision,sex_min_tpr_disparity,0.5,RandomSampler,Adult flipped,0.91353,0.79083,0.91849,0.80137,RandomSampler
bc07e748dc842223b38fa092d7483d3f,e26282d73a209f24fc213ac49074e9cf,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 10, 'num_leaves': 124, 'n_estimators': 194, 'random_state': 37, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.4314538008065588, 'min_child_samples': 107}",dbb7a7adbe56e52037ce82d13974311c,precision,sex_min_tpr_disparity,0.5,RandomSampler,Adult flipped,0.84484,0.81858,0.84611,0.78609,RandomSampler
e371185a238a56887b73566f10795ab4,9716177862bca4e14146ae38711d4486,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 68, 'random_state': 38, 'optimizer__lr': 0.0028490499206852765, 'model__dropout': 0.3884069226460838, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': False, 'model__hidden_layers': [20, 20], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",9d61e8978f06a054b17d80409279da5a,precision,sex_min_tpr_disparity,0.5,RandomSampler,Adult flipped,0.95777,0.82943,0.9546,0.78712,RandomSampler
55af645c3155daee7975fc86ca58b74c,0081a848e8a23735b213bf608e1acf71,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 3, 'num_leaves': 58, 'n_estimators': 1103, 'random_state': 30, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.067762752681542, 'min_child_samples': 16}",509a2aa9ef72f7a4840f9317bcbf9ef2,recall,age_min_fpr_disparity,0.5,TPESampler,CapitalOneUK,0.60456,0.89371,0.68123,0.9555,TPESampler
53241b97c682e43c49b931d153d36ef2,64a1a4d7b56789a154b9df5a0af7929c,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 6, 'num_leaves': 70, 'n_estimators': 381, 'random_state': 31, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.08326448379595114, 'min_child_samples': 20}",ceae80698bc8d3b377c4d851bdcc3864,recall,age_min_fpr_disparity,0.5,TPESampler,CapitalOneUK,0.64611,0.71305,0.66967,0.76115,TPESampler
18edf645dea3c2dfca69c9baa6ae6fc5,44d7ae2c3816bcb9590975ddbb5dcca8,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 20, 'num_leaves': 22, 'n_estimators': 121, 'random_state': 32, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.27662398313923575, 'min_child_samples': 11}",b443efaed6ba3916bfd478601ae24e99,recall,age_min_fpr_disparity,0.5,TPESampler,CapitalOneUK,0.46247,0.95759,0.44473,0.98249,TPESampler
a5ff0e7750f6c489679cd85aa601866c,18df99f1be43f107c808eafe93644764,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 14, 'num_leaves': 12, 'n_estimators': 5430, 'random_state': 39, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.2719222638744263, 'min_child_samples': 76}",a4552bb3ee0d4a27d2f60b0784607e07,precision,sex_min_tpr_disparity,0.5,RandomSampler,Adult flipped,0.83627,0.90116,0.83704,0.91754,RandomSampler
c2ead4f2f596c1504f62b57b23d102ab,7a5483e87278d349ca3db92b970bd749,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 3, 'num_leaves': 19, 'n_estimators': 393, 'random_state': 33, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.1637351940257936, 'min_child_samples': 16}",b61d7a9fcce185a2120436d210c92729,recall,age_min_fpr_disparity,0.5,TPESampler,CapitalOneUK,0.50134,0.98465,0.56684,0.8286,TPESampler
9309de919cb0316e66ad9142340b166c,9f5fab199120cd88a3b6210adbcccaad,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'gini', 'max_depth': 17, 'random_state': 34, 'min_samples_leaf': 6, 'min_samples_split': 90}",824f62a0de44d9a2be6a3fcff5b2d95c,recall,age_min_fpr_disparity,0.5,TPESampler,CapitalOneUK,0.52681,0.57306,0.50514,0.58619,TPESampler
e9a9867cf59dadb5bcfb1373bf260f22,d71f26fc109f233ff015bc0fe5e120ad,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 68, 'random_state': 40, 'min_samples_leaf': 2, 'min_samples_split': 8}",e11da8d0efe95f3e852acdcf6260667f,precision,sex_min_tpr_disparity,0.5,RandomSampler,Adult flipped,0.91828,0.79473,0.92117,0.79897,RandomSampler
48ddd144e98da2908a64cf3c7bfc652a,820d0349dfbf4d5441fab76f800a3654,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 9, 'num_leaves': 233, 'n_estimators': 848, 'random_state': 41, 'boosting_type': 'gbdt', 'enable_bundle': False, 'learning_rate': 0.05593905156492848, 'min_child_samples': 6}",36ec42f469256aad772f20bf62fab086,precision,sex_min_tpr_disparity,0.5,RandomSampler,Adult flipped,0.99118,0.65169,0.9878,0.63835,RandomSampler
4ff1b89a56461d493cf5ddf7ef251327,115cc493c4f72e8e1b067fcc6a929d00,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 10, 'num_leaves': 10, 'n_estimators': 1957, 'random_state': 35, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.022990024389089054, 'min_child_samples': 164}",2e00d2fceeb97403ad160aeb51b3bb14,recall,age_min_fpr_disparity,0.5,TPESampler,CapitalOneUK,0.67158,0.53096,0.7018,0.61286,TPESampler
7ed9583bcb7f451cc4656140286eb378,f56795df72677d2c24783264dc6ac5a6,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 4, 'num_leaves': 10, 'n_estimators': 1544, 'random_state': 36, 'boosting_type': 'dart', 'enable_bundle': False, 'learning_rate': 0.16524575337801753, 'min_child_samples': 6}",04729ddb99855869ff9fab61a77375ad,recall,age_min_fpr_disparity,0.5,TPESampler,CapitalOneUK,0.63137,0.54784,0.68509,0.66174,TPESampler
ff98d7f14bbfe0834f650bd2990291e9,77d8475fb0d1ca50c6d41aa6acde3cf2,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 2, 'num_leaves': 10, 'n_estimators': 9655, 'random_state': 37, 'boosting_type': 'gbdt', 'enable_bundle': False, 'learning_rate': 0.46588706953093895, 'min_child_samples': 266}",232b37d2f4a80f82e3061ae16932e98d,recall,age_min_fpr_disparity,0.5,TPESampler,CapitalOneUK,0.48123,0.84739,0.49357,0.88928,TPESampler
9dcad07a34784a91ed3927995cafff84,cf42b7566074d08e0a80a07370d85db1,fairautoml.wrappers.nn.FeedForwardClassifier,"{'n_jobs': -3, 'batch_size': 2048, 'max_epochs': 38, 'random_state': 42, 'optimizer__lr': 0.0006692484639032152, 'model__dropout': 0.18860479728756796, 'model__input_dim': 106, 'optimizer__betas': [0.9, 0.999], 'optimizer__amsgrad': True, 'model__hidden_layers': [20, 20], 'model__use_batch_norm': True, 'optimizer__weight_decay': 0.01}",f45aba5fe9eb9f02d5cba3c0f37cd8e7,precision,sex_min_tpr_disparity,0.5,RandomSampler,Adult flipped,0.98212,0.69871,0.98226,0.66755,RandomSampler
fd3804fd162d48eb5021ab1a91860595,801bf5dd072a22179472f58a8ad210de,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'gini', 'max_depth': 116, 'random_state': 43, 'min_samples_leaf': 2, 'min_samples_split': 15}",3fe18c07ad273d8684a5e2995b11c6aa,precision,sex_min_tpr_disparity,0.5,RandomSampler,Adult flipped,0.94064,0.77165,0.94142,0.76787,RandomSampler
78febd2ad9d60c283e0ade62f56056f6,e49c7940ff97bab3306484abf14b99a2,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 9, 'num_leaves': 11, 'n_estimators': 780, 'random_state': 38, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.22532916099078104, 'min_child_samples': 12}",d4c6fd3fd97a2fbdda244a47edffe015,recall,age_min_fpr_disparity,0.5,TPESampler,CapitalOneUK,0.45308,0.99049,0.51414,0.90241,TPESampler
abf7f77f8ded71623de9298688872ba1,3e29e58aef7861997f60c1a6860ddc72,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 20, 'num_leaves': 10, 'n_estimators': 9148, 'random_state': 39, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.02083012917218586, 'min_child_samples': 294}",c0206852149a8fdb42a56e33b8f41e89,recall,age_min_fpr_disparity,0.5,TPESampler,CapitalOneUK,0.59651,0.75451,0.66195,0.79865,TPESampler
4098f293bb8e7e1443e81333eed91276,da17f156e741f39d16921411a97c6dad,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'gini', 'max_depth': 22, 'random_state': 44, 'min_samples_leaf': 7, 'min_samples_split': 43}",b9ee01c3ceb2b0f84519b31cb85b9865,precision,sex_min_tpr_disparity,0.5,RandomSampler,Adult flipped,0.96751,0.76913,0.97289,0.7443,RandomSampler
e95027800b5d741d57832962a3f49bc5,1af06727ff8aa3c3eecd83efd8df3c92,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'entropy', 'max_depth': 12, 'random_state': 40, 'min_samples_leaf': 59, 'min_samples_split': 4}",c9f1a5c7d368db0d95a9012ba8b1005c,recall,age_min_fpr_disparity,0.5,TPESampler,CapitalOneUK,0.52011,0.51691,0.47044,0.53476,TPESampler
40b90ea1eac6042b8b83e8d2bef45804,f5f353cab93e7e128e4d350ddbdde1aa,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 19, 'num_leaves': 23, 'n_estimators': 6763, 'random_state': 41, 'boosting_type': 'dart', 'enable_bundle': False, 'learning_rate': 0.491008924694781, 'min_child_samples': 6}",3506e58f270d5cad8d422cae9bda52a1,recall,age_min_fpr_disparity,0.5,TPESampler,CapitalOneUK,0.57373,0.77203,0.66581,0.85385,TPESampler
41b3b42c73fdce667a8449b31c780812,d01d53d23394048c440d6f3f0c5ff075,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 4, 'num_leaves': 10, 'n_estimators': 6685, 'random_state': 42, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.11820729797259777, 'min_child_samples': 33}",518115cd3f803ce314ffed0170fdafb0,recall,age_min_fpr_disparity,0.5,TPESampler,CapitalOneUK,0.53217,0.95295,0.56041,0.99653,TPESampler
5dc7db05e30463b8628dfcd877dc7cc2,fdec849c0fb3cc2d08fe66eaea69c3e6,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 18, 'num_leaves': 10, 'n_estimators': 9221, 'random_state': 30, 'boosting_type': 'dart', 'enable_bundle': False, 'learning_rate': 0.02362004816296608, 'min_child_samples': 230}",c0fe8048901d71b3c8ba21dae611541c,precision,sex_min_tpr_disparity,1.0,TPESampler,Adult flipped,0.99517,0.57811,0.99213,0.59211,TPESampler
e76438ec4dc9cb807ebe9c26dbd8937b,7bbe597ccb665f8fba7fec5309e9b099,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 8, 'num_leaves': 97, 'n_estimators': 298, 'random_state': 43, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.046886047704893116, 'min_child_samples': 27}",4ba8141bf30cf722031c60756c149783,recall,age_min_fpr_disparity,0.5,TPESampler,CapitalOneUK,0.64075,0.70608,0.67481,0.76734,TPESampler
e5e8c8176fc1547a650be863feb881d8,defc2d53794eb3a14c8ed957d441f831,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 4, 'num_leaves': 287, 'n_estimators': 1417, 'random_state': 44, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.20773598244045727, 'min_child_samples': 96}",c150864803fdd258890c06ff26a1c9c3,recall,age_min_fpr_disparity,0.5,TPESampler,CapitalOneUK,0.51072,0.79921,0.57712,0.87445,TPESampler
da4b0a3f740feb1f01d7473b3af9b852,54eae558a9260d0dce84a8460688b06a,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 4, 'num_leaves': 466, 'n_estimators': 117, 'random_state': 31, 'boosting_type': 'gbdt', 'enable_bundle': False, 'learning_rate': 0.24902156265287204, 'min_child_samples': 121}",7cce68a00b63642c35de1e9d87299db6,precision,sex_min_tpr_disparity,1.0,TPESampler,Adult flipped,0.99557,0.5633,0.99292,0.56103,TPESampler
7e0e3772afe7a5bd07519f10dbed28c3,cd4fd6217d9708343bd840d2acc2f265,lightgbm.LGBMClassifier,"{'n_jobs': -3, 'max_depth': 9, 'num_leaves': 98, 'n_estimators': 53, 'random_state': 30, 'boosting_type': 'goss', 'enable_bundle': False, 'learning_rate': 0.2773540035163396, 'min_child_samples': 8}",a7f5aee2e42b9206d43a13c3132d2363,recall,age_min_fpr_disparity,0.5,RandomSampler,CapitalOneUK,0.4571,0.94485,0.44859,0.98644,RandomSampler
078780ec92647d4357cfc596f26ed4df,ea12a633427b431d1bec2e975d844fae,sklearn.tree.DecisionTreeClassifier,"{'splitter': 'best', 'criterion': 'gini', 'max_depth': 25, 'random_state': 31, 'min_samples_leaf': 64, 'min_samples_split': 4}",3a93c78b95a93258ec2e9e96292661c6,recall,age_min_fpr_disparity,0.5,RandomSampler,CapitalOneUK,0.49732,0.69618,0.46272,0.67242,RandomSampler
